"TechnologyArea","Name","IPAddress","MACAddress","Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","IA Controls","Check Content","Fix Text","False Positives","False Negatives","Documentable","Mitigations","Potential Impact","Third Party Tools","Mitigation Control","Responsibility","Severity Override Guidance","Check Content Reference","Classification","STIG","Status","Comments","Finding Details","Severity Override","Severity Override Justification","CCI","Fully Qualified Domain Name","NIST SP 800-53 Revision 4 References","Legacy",
"","","","","V-220827","high","SRG-OS-000368-GPOS-00154","SV-220827r569187_rule","WN10-CC-000180","Autoplay must be turned off for non-volume devices.","Allowing autoplay to execute may introduce malicious code to a system.  Autoplay begins reading from a drive as soon as you insert media in the drive.  As a result, the setup file of programs or music on audio media may start.  This setting will disable autoplay for non-volume devices (such as Media Transfer Protocol (MTP) devices).","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> AutoPlay Policies >> ""Disallow Autoplay for non-volume devices"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4042","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001764
The information system prevents program execution in accordance with organization-defined policies regarding software program usage and restrictions, and/or rules authorizing the terms and conditions of software program usage.
NIST SP 800-53 Revision 4 :: CM-7 (2)

","","CM-7 (2)","V-63667; SV-78157",
"","","","","V-220828","high","SRG-OS-000368-GPOS-00154","SV-220828r569187_rule","WN10-CC-000185","The default autorun behavior must be configured to prevent autorun commands.","Allowing autorun commands to execute may introduce malicious code to a system.  Configuring this setting prevents autorun commands from executing.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> AutoPlay Policies >> ""Set the default behavior for AutoRun"" to ""Enabled:Do not execute any autorun commands"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4043","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001764
The information system prevents program execution in accordance with organization-defined policies regarding software program usage and restrictions, and/or rules authorizing the terms and conditions of software program usage.
NIST SP 800-53 Revision 4 :: CM-7 (2)

","","CM-7 (2)","V-63671; SV-78161",
"","","","","V-220829","high","SRG-OS-000368-GPOS-00154","SV-220829r569187_rule","WN10-CC-000190","Autoplay must be disabled for all drives.","Allowing autoplay to execute may introduce malicious code to a system.  Autoplay begins reading from a drive as soon as you insert media in the drive.  As a result, the setup file of programs or music on audio media may start.  By default, autoplay is disabled on removable drives, such as the floppy disk drive (but not the CD-ROM drive) and on network drives.  If you enable this policy, you can also disable autoplay on all drives.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> AutoPlay Policies >> ""Turn off AutoPlay"" to ""Enabled:All Drives"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4044","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001764
The information system prevents program execution in accordance with organization-defined policies regarding software program usage and restrictions, and/or rules authorizing the terms and conditions of software program usage.
NIST SP 800-53 Revision 4 :: CM-7 (2)

","","CM-7 (2)","V-63673; SV-78163",
"","","","","V-220830","medium","SRG-OS-000480-GPOS-00227","SV-220830r569187_rule","WN10-CC-000195","Enhanced anti-spoofing for facial recognition must be enabled on Window 10.","Enhanced anti-spoofing provides additional protections when using facial recognition with devices that support it.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Biometrics >> Facial Features >> ""Configure enhanced anti-spoofing"" to ""Enabled"". 

v1607:
The policy name is ""Use enhanced anti-spoofing when available"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:86","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63677; SV-78167",
"","","","","V-220831","low","SRG-OS-000095-GPOS-00049","SV-220831r569187_rule","WN10-CC-000197","Microsoft consumer experiences must be turned off.","Microsoft consumer experiences provides suggestions and notifications to users, which may include the installation of Windows Store apps.  Organizations may control the execution of applications through other means such as whitelisting.  Turning off Microsoft consumer experiences will help prevent the unwanted installation of suggested applications.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Cloud Content >> ""Turn off Microsoft consumer experiences"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:153","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000381
The organization configures the information system to provide only essential capabilities.
NIST SP 800-53 :: CM-7
NIST SP 800-53A :: CM-7.1 (ii)
NIST SP 800-53 Revision 4 :: CM-7 a

","","CM-7 a","V-71771; SV-86395",
"","","","","V-220832","medium","SRG-OS-000134-GPOS-00068","SV-220832r569187_rule","WN10-CC-000200","Administrator accounts must not be enumerated during elevation.","Enumeration of administrator accounts when elevating can provide part of the logon information to an unauthorized user.  This setting configures the system to always require users to type in a username and password to elevate a running application.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Credential User Interface >> ""Enumerate administrator accounts on elevation"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4047","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001084
The information system isolates security functions from nonsecurity functions.
NIST SP 800-53 :: SC-3
NIST SP 800-53A :: SC-3.1 (ii)
NIST SP 800-53 Revision 4 :: SC-3

","","SC-3","V-63679; SV-78169",
"","","","","V-220833","medium","SRG-OS-000480-GPOS-00227","SV-220833r569187_rule","WN10-CC-000204","If Enhanced diagnostic data is enabled it must be limited to the minimum required to support Windows Analytics.","Some features may communicate with the vendor, sending system information or downloading data or components for the feature. Limiting this capability will prevent potentially sensitive information from being sent outside the enterprise. The ""Enhanced"" level for telemetry includes additional information beyond ""Security"" and ""Basic"" on how Windows and apps are used and advanced reliability data. Windows Analytics can use a ""limited enhanced"" level to provide information such as health data for devices.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Data Collection and Preview Builds >> ""Limit Enhanced diagnostic data to the minimum required by Windows Analytics"" to ""Enabled"" with ""Enable Windows Analytics collection"" selected in ""Options:"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:176","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-82145; SV-96859",
"","","","","V-220834","medium","SRG-OS-000480-GPOS-00227","SV-220834r569187_rule","WN10-CC-000205","Windows Telemetry must not be configured to Full.","Some features may communicate with the vendor, sending system information or downloading data or components for the feature. Limiting this capability will prevent potentially sensitive information from being sent outside the enterprise. The ""Security"" option for Telemetry configures the lowest amount of data, effectively none outside of the Malicious Software Removal Tool (MSRT), Defender and telemetry client settings. ""Basic"" sends basic diagnostic and usage data and may be required to support some Microsoft services. ""Enhanced"" includes additional information on how Windows and apps are used and advanced reliability data. Windows Analytics can use a ""limited enhanced"" level to provide information such as health data for devices.  This requires the configuration of an additional setting available with v1709 and later of Windows 10. ","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Data Collection and Preview Builds >> ""Allow Telemetry"" to ""Enabled"" with ""0 - Security [Enterprise Only]"" or ""1 - Basic"" selected in ""Options:"".   

If an organization is using v1709 or later of Windows 10 this may be configured to ""2 - Enhanced"" to support Windows Analytics. V-82145 must also be configured to limit the Enhanced diagnostic data to the minimum required by Windows Analytics.","","","false","","","","","","","oval:mil.disa.stig.windows:def:175","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63683; SV-78173",
"","","","","V-220835","low","SRG-OS-000480-GPOS-00227","SV-220835r569187_rule","WN10-CC-000206","Windows Update must not obtain updates from other PCs on the Internet.","Windows 10 allows Windows Update to obtain updates from additional sources instead of Microsoft. In addition to Microsoft, updates can be obtained from and sent to PCs on the local network as well as on the Internet. This is part of the Windows Update trusted process, however to minimize outside exposure, obtaining updates from or sending to systems on the Internet must be prevented.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Delivery Optimization >> ""Download Mode"" to ""Enabled"" with any option except ""Internet"" selected.

Acceptable selections include:
Bypass (100)
Group (2)
HTTP only (0)
LAN (1)
Simple (99)

v1507 (LTSB) does not include this group policy setting locally. For domain joined systems, configure through domain group policy as ""HTTP only (0)"" or ""Lan (1)"". Standalone systems configure using Settings >> Update & Security >> Windows Update >> Advanced Options >> ""Choose how updates are delivered"" with either ""Off"" or ""PCs on my local network"" selected.","","","false","","","","","","","oval:mil.disa.fso.windows:def:4985","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-65681; SV-80171",
"","","","","V-220836","medium","SRG-OS-000095-GPOS-00049","SV-220836r569187_rule","WN10-CC-000210","The Windows Defender SmartScreen for Explorer must be enabled.","Windows Defender SmartScreen helps protect systems from programs downloaded from the internet that may be malicious. Enabling Windows Defender SmartScreen will warn or prevent users from running potentially malicious programs.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> ""Configure Windows Defender SmartScreen"" to ""Enabled"" with ""Warn and prevent bypass"" selected. 

Windows 10 includes duplicate policies for this setting. It can also be configured under Computer Configuration >> Administrative Templates >> Windows Components >> Windows Defender SmartScreen >> Explorer.

v1607 LTSB:
Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> ""Configure Windows SmartScreen"" to ""Enabled"". (Selection options are not available.)

v1507 LTSB:
Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> ""Configure Windows SmartScreen"" to ""Enabled"" with ""Require approval from an administrator before running downloaded unknown software"" selected.","","","false","","","","","","","oval:mil.disa.stig.windows:def:99","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000381
The organization configures the information system to provide only essential capabilities.
NIST SP 800-53 :: CM-7
NIST SP 800-53A :: CM-7.1 (ii)
NIST SP 800-53 Revision 4 :: CM-7 a

","","CM-7 a","V-63685; SV-78175",
"","","","","V-220837","medium","SRG-OS-000433-GPOS-00192","SV-220837r569187_rule","WN10-CC-000215","Explorer Data Execution Prevention must be enabled.","Data Execution Prevention (DEP) provides additional protection by performing  checks on memory to help prevent malicious code from running.  This setting will prevent Data Execution Prevention from being turned off for File Explorer.","","","The default behavior is for data execution prevention to be turned on for file explorer.

If this needs to be corrected, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> ""Turn off Data Execution Prevention for Explorer"" to ""Not Configured"" or ""Disabled"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:104","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002824
The information system implements organization-defined security safeguards to protect its memory from unauthorized code execution.
NIST SP 800-53 Revision 4 :: SI-16

","","SI-16","V-63689; SV-78179",
"","","","","V-220838","low","SRG-OS-000420-GPOS-00186","SV-220838r569187_rule","WN10-CC-000220","Turning off File Explorer heap termination on corruption must be disabled.","Legacy plug-in applications may continue to function when a File Explorer session has become corrupt.  Disabling this feature will prevent this.","","","The default behavior is for File Explorer heap termination on corruption to be enabled.

If this needs to be corrected, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> ""Turn off heap termination on corruption"" to ""Not Configured"" or ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4060","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002385
The information system protects against or limits the effects of organization-defined types of denial of service attacks by employing organization-defined security safeguards.
NIST SP 800-53 Revision 4 :: SC-5

","","SC-5","V-63691; SV-78181",
"","","","","V-220839","medium","SRG-OS-000480-GPOS-00227","SV-220839r569187_rule","WN10-CC-000225","File Explorer shell protocol must run in protected mode.","The shell protocol will  limit the set of folders applications can open when run in protected mode.  Restricting files an application can open, to a limited set of folders, increases the security of Windows.","","","The default behavior is for shell protected mode to be turned on for file explorer.

If this needs to be corrected, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> ""Turn off shell protocol protected mode"" to ""Not Configured"" or ""Disabled"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:101","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63695; SV-78185",
"","","","","V-220840","medium","SRG-OS-000480-GPOS-00227","SV-220840r569187_rule","WN10-CC-000230","Users must not be allowed to ignore Windows Defender SmartScreen filter warnings for malicious websites in Microsoft Edge.","The Windows Defender SmartScreen filter in Microsoft Edge provides warning messages and blocks potentially malicious websites and file downloads.  If users are allowed to ignore warnings from the Windows Defender SmartScreen filter they could still access malicious websites.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Microsoft Edge >> ""Prevent bypassing Windows Defender SmartScreen prompts for sites"" to ""Enabled"". 

Windows 10 includes duplicate policies for this setting. It can also be configured under Computer Configuration >> Administrative Templates >> Windows Components >> Windows Defender SmartScreen >> Microsoft Edge.","","","false","","","","","","","oval:mil.disa.stig.windows:def:87","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Not A Finding","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63699; SV-78189",
"","","","","V-220841","medium","SRG-OS-000480-GPOS-00227","SV-220841r569187_rule","WN10-CC-000235","Users must not be allowed to ignore Windows Defender SmartScreen filter warnings for unverified files in Microsoft Edge.","The Windows Defender SmartScreen filter in Microsoft Edge provides warning messages and blocks potentially malicious websites and file downloads.  If users are allowed to ignore warnings from the Windows Defender SmartScreen filter they could still download potentially malicious files.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Microsoft Edge >> ""Prevent bypassing Windows Defender SmartScreen prompts for files"" to ""Enabled"". 

Windows 10 includes duplicate policies for this setting. It can also be configured under Computer Configuration >> Administrative Templates >> Windows Components >> Windows Defender SmartScreen >> Microsoft Edge.","","","false","","","","","","","oval:mil.disa.stig.windows:def:88","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Not A Finding","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63701; SV-78191",
"","","","","V-220842","medium","SRG-OS-000480-GPOS-00227","SV-220842r569187_rule","WN10-CC-000238","Windows 10 must be configured to prevent certificate error overrides in Microsoft Edge.","Web security certificates provide an indication whether a site is legitimate. This policy setting prevents the user from ignoring Secure Sockets Layer/Transport Layer Security (SSL/TLS) certificate errors that interrupt browsing.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Microsoft Edge >> ""Prevent certificate error overrides"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:174","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-82139; SV-96853",
"","","","","V-220843","medium","SRG-OS-000480-GPOS-00227","SV-220843r569187_rule","WN10-CC-000245","The password manager function in the Edge browser must be disabled.","Passwords save locally for re-use when browsing may be subject to compromise.  Disabling the Edge password manager will prevent this for the browser.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Microsoft Edge >> ""Configure Password Manager"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:25","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Not A Finding","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63709; SV-78199",
"","","","","V-220844","medium","SRG-OS-000480-GPOS-00227","SV-220844r569187_rule","WN10-CC-000250","The Windows Defender SmartScreen filter for Microsoft Edge must be enabled.","The Windows Defender SmartScreen filter in Microsoft Edge provides warning messages and blocks potentially malicious websites.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Microsoft Edge >> ""Configure Windows Defender SmartScreen"" to ""Enabled"". 

Windows 10 includes duplicate policies for this setting. It can also be configured under Computer Configuration >> Administrative Templates >> Windows Components >> Windows Defender SmartScreen >> Microsoft Edge.","","","false","","","","","","","oval:mil.disa.stig.windows:def:90","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Not A Finding","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63713; SV-78203",
"","","","","V-220845","medium","SRG-OS-000095-GPOS-00049","SV-220845r569187_rule","WN10-CC-000252","Windows 10 must be configured to disable Windows Game Recording and Broadcasting.","Windows Game Recording and Broadcasting is intended for use with games, however it could potentially record screen shots of other applications and expose sensitive data.  Disabling the feature will prevent this from occurring.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Game Recording and Broadcasting >> ""Enables or disables Windows Game Recording and Broadcasting"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:164","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000381
The organization configures the information system to provide only essential capabilities.
NIST SP 800-53 :: CM-7
NIST SP 800-53A :: CM-7.1 (ii)
NIST SP 800-53 Revision 4 :: CM-7 a

","","CM-7 a","V-74417; SV-89091",
"","","","","V-220847","medium","SRG-OS-000480-GPOS-00227","SV-220847r569187_rule","WN10-CC-000260","Windows 10 must be configured to require a minimum pin length of six characters or greater.","Windows allows the use of PINs as well as biometrics for authentication without sending a password to a network or website where it could be compromised.  Longer minimum PIN lengths increase the available combinations an attacker would have to attempt.  Shorter minimum length significantly reduces the strength.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> PIN Complexity >> ""Minimum PIN length"" to ""6"" or greater. 

v1607 LTSB:
The policy path is Computer Configuration >> Administrative Templates >> Windows Components >> Windows Hello for Business >> Pin Complexity.

v1507 LTSB:
The policy path is Computer Configuration >> Administrative Templates >> Windows Components >> Microsoft Passport for Work >> Pin Complexity.","","","false","","","","","","","oval:mil.disa.stig.windows:def:27","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63721; SV-78211",
"","","","","V-220848","medium","SRG-OS-000373-GPOS-00156","SV-220848r569187_rule","WN10-CC-000270","Passwords must not be saved in the Remote Desktop Client.","Saving passwords in the Remote Desktop Client could allow an unauthorized user to establish a remote desktop session to another system.  The system must be configured to prevent users from saving passwords in the Remote Desktop Client.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Connection Client >> ""Do not allow passwords to be saved"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4066","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002038
The organization requires users to reauthenticate when organization-defined circumstances or situations requiring reauthentication.
NIST SP 800-53 Revision 4 :: IA-11

","","IA-11","V-63729; SV-78219",
"","","","","V-220849","medium","SRG-OS-000138-GPOS-00069","SV-220849r569187_rule","WN10-CC-000275","Local drives must be prevented from sharing with Remote Desktop Session Hosts.","Preventing users from sharing the local drives on their client computers to Remote Session Hosts that they access helps reduce possible exposure of sensitive data.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Device and Resource Redirection >> ""Do not allow drive redirection"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4068","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001090
The information system prevents unauthorized and unintended information transfer via shared system resources.
NIST SP 800-53 :: SC-4
NIST SP 800-53A :: SC-4.1
NIST SP 800-53 Revision 4 :: SC-4

","","SC-4","V-63731; SV-78221",
"","","","","V-220850","medium","SRG-OS-000373-GPOS-00156","SV-220850r569187_rule","WN10-CC-000280","Remote Desktop Services must always prompt a client for passwords upon connection.","This setting controls the ability of users to supply passwords automatically as part of their remote desktop connection.  Disabling this setting would allow anyone to use the stored credentials in a connection item to connect to the terminal server.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Security >> ""Always prompt for password upon connection"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4069","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002038
The organization requires users to reauthenticate when organization-defined circumstances or situations requiring reauthentication.
NIST SP 800-53 Revision 4 :: IA-11

","","IA-11","V-63733; SV-78223",
"","","","","V-220851","medium","SRG-OS-000250-GPOS-00093","SV-220851r569187_rule","WN10-CC-000285","The Remote Desktop Session Host must require secure RPC communications.","Allowing unsecure RPC communication exposes the system to man in the middle attacks and data disclosure attacks. A man in the middle attack occurs when an intruder captures packets between a client and server and modifies them before allowing the packets to be exchanged. Usually the attacker will modify the information in the packets in an attempt to cause either the client or server to reveal sensitive information.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Security ""Require secure RPC communication"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4099","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001453
The information system implements cryptographic mechanisms to protect the integrity of remote access sessions.
NIST SP 800-53 :: AC-17 (2)
NIST SP 800-53A :: AC-17 (2).1
NIST SP 800-53 Revision 4 :: AC-17 (2)

","","AC-17 (2)","V-63737; SV-78227",
"","","","","V-220852","medium","SRG-OS-000033-GPOS-00014","SV-220852r569187_rule","WN10-CC-000290","Remote Desktop Services must be configured with the client connection encryption set to the required level.","Remote connections must be encrypted to prevent interception of data or sensitive information. Selecting ""High Level"" will ensure encryption of Remote Desktop Services sessions in both directions.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Security >> ""Set client connection encryption level"" to ""Enabled"" and ""High Level"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4070","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000068
The information system implements cryptographic mechanisms to protect the confidentiality of remote access sessions.
NIST SP 800-53 :: AC-17 (2)
NIST SP 800-53A :: AC-17 (2).1
NIST SP 800-53 Revision 4 :: AC-17 (2)

CCI-002890
The information system implements cryptographic mechanisms to protect the integrity of nonlocal maintenance and diagnostic communications.
NIST SP 800-53 Revision 4 :: MA-4 (6)

","","AC-17 (2);MA-4 (6)","V-63741; SV-78231",
"","","","","V-220853","medium","SRG-OS-000480-GPOS-00227","SV-220853r569187_rule","WN10-CC-000295","Attachments must be prevented from being downloaded from RSS feeds.","Attachments from RSS feeds may not be secure.  This setting will prevent attachments from being downloaded from RSS feeds.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> RSS Feeds >> ""Prevent downloading of enclosures"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4075","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63743; SV-78233",
"","","","","V-220854","medium","SRG-OS-000095-GPOS-00049","SV-220854r569187_rule","WN10-CC-000300","Basic authentication for RSS feeds over HTTP must not be used.","Basic authentication uses plain text passwords that could be used to compromise a system.","","","The default behavior is for the Windows RSS platform to not use Basic authentication over HTTP connections.

If this needs to be corrected, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> RSS Feeds >> ""Turn on Basic feed authentication over HTTP"" to ""Not Configured"" or ""Disabled"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:100","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000381
The organization configures the information system to provide only essential capabilities.
NIST SP 800-53 :: CM-7
NIST SP 800-53A :: CM-7.1 (ii)
NIST SP 800-53 Revision 4 :: CM-7 a

","","CM-7 a","V-63747; SV-78237",
"","","","","V-220855","medium","SRG-OS-000095-GPOS-00049","SV-220855r569187_rule","WN10-CC-000305","Indexing of encrypted files must be turned off.","Indexing of encrypted files may expose sensitive data.  This setting prevents encrypted files from being indexed.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Search >> ""Allow indexing of encrypted files"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4077","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000381
The organization configures the information system to provide only essential capabilities.
NIST SP 800-53 :: CM-7
NIST SP 800-53A :: CM-7.1 (ii)
NIST SP 800-53 Revision 4 :: CM-7 a

","","CM-7 a","V-63751; SV-78241",
